log_date,user_id,payment
2013/6/12,15634,81
2013/6/12,15110,81
2013/6/12,15110,571
2013/6/12,15647,162
2013/6/12,71,1333
2013/6/12,14880,81
2013/6/12,10384,81
2013/6/12,246,162
2013/6/12,340,1333
2013/6/13,351,1333
2013/6/13,364,1333
2013/6/13,35,1333
2013/6/13,9376,162
2013/6/13,15936,81
2013/6/13,10460,81
2013/6/13,286,571
2013/6/13,1359,81
2013/6/13,12954,81
2013/6/13,16905,571
2013/6/13,963,81
2013/6/13,963,571
2013/6/14,35,1333
2013/6/14,35,162
2013/6/14,13179,81
2013/6/14,257,162
2013/6/14,15936,571
2013/6/14,535,81
2013/6/14,10844,324
2013/6/14,71,324
2013/6/14,6459,648
2013/6/14,1359,0
2013/6/14,235,2571
2013/6/14,16905,571
2013/6/14,16905,81
2013/6/15,117,162
2013/6/15,15803,324
2013/6/15,15803,162
2013/6/15,15803,1142
2013/6/15,128,81
2013/6/15,351,162
2013/6/15,351,1333
2013/6/15,11335,571
2013/6/15,146,571
2013/6/15,35,162
2013/6/15,13179,81
2013/6/15,159,162
2013/6/15,13948,81
2013/6/15,13015,1333
2013/6/15,8177,162
2013/6/15,16522,162
2013/6/15,10844,162
2013/6/15,10844,81
2013/6/15,10844,324
2013/6/15,6459,162
2013/6/15,14454,405
2013/6/15,14454,810
2013/6/15,14454,571
2013/6/15,235,1333
2013/6/16,117,1333
2013/6/16,117,324
2013/6/16,15803,162
2013/6/16,128,162
2013/6/16,6325,81
2013/6/16,351,1333
2013/6/16,364,162
2013/6/16,11335,571
2013/6/16,146,162
2013/6/16,35,1333
2013/6/16,3,571
2013/6/16,1821,81
2013/6/16,15936,571
2013/6/16,203,162
2013/6/16,2784,571
2013/6/16,14421,81
2013/6/16,6767,81
2013/6/16,71,162
2013/6/16,71,810
2013/6/16,71,81
2013/6/16,71,571
2013/6/16,71,1142
2013/6/16,14454,486
2013/6/16,14454,81
2013/6/16,1359,162
2013/6/16,1359,0
2013/6/16,17940,81
2013/6/16,17940,1333
2013/6/16,16905,81
2013/6/17,15803,333
2013/6/17,15803,81
2013/6/17,364,1333
2013/6/17,6637,162
2013/6/17,35,162
2013/6/17,497,81
2013/6/17,203,162
2013/6/17,1359,81
2013/6/17,340,952
2013/6/18,351,81
2013/6/18,3,1333
2013/6/18,3,952
2013/6/18,159,81
2013/6/18,1359,81
2013/6/18,340,1333
2013/6/18,15420,952
2013/6/19,351,1333
2013/6/19,13179,81
2013/6/19,159,81
2013/6/19,435,571
2013/6/19,18440,162
2013/6/19,17099,162
2013/6/19,18071,243
2013/6/19,11,81
2013/6/19,18481,162
2013/6/19,8851,81
2013/6/19,15420,571
2013/6/19,15420,1333
2013/6/20,35,162
2013/6/20,35,1333
2013/6/20,18128,81
2013/6/20,435,1333
2013/6/20,15093,571
2013/6/20,18071,162
2013/6/20,18071,81
2013/6/20,15110,81
2013/6/20,18481,571
2013/6/20,5422,1333
2013/6/20,18944,81
2013/6/20,18944,405
2013/6/20,15420,1333
2013/6/21,13179,162
2013/6/21,734,571
2013/6/21,18440,81
2013/6/21,19666,162
2013/6/21,71,571
2013/6/21,18944,81
2013/6/22,128,571
2013/6/22,351,1333
2013/6/22,351,486
2013/6/22,364,1333
2013/6/22,35,162
2013/6/22,35,1333
2013/6/22,13179,81
2013/6/22,157,162
2013/6/22,159,81
2013/6/22,3048,81
2013/6/22,18657,81
2013/6/22,15420,324
2013/6/22,15420,571
2013/6/23,18986,81
2013/6/23,37,810
2013/6/23,13179,243
2013/6/23,7064,571
2013/6/23,7064,324
2013/6/23,16320,162
2013/6/23,16320,571
2013/6/23,16954,81
2013/6/23,734,81
2013/6/23,734,243
2013/6/23,734,162
2013/6/23,4171,1333
2013/6/23,9829,571
2013/6/23,8745,162
2013/6/23,186,571
2013/6/23,20335,81
2013/6/23,20335,571
2013/6/23,5422,2571
2013/6/23,71,1333
2013/6/24,117,571
2013/6/24,117,952
2013/6/24,351,571
2013/6/24,364,162
2013/6/24,364,571
2013/6/24,13179,333
2013/6/24,157,162
2013/6/24,19845,81
2013/6/24,19845,333
2013/6/24,159,333
2013/6/24,20810,243
2013/6/24,403,333
2013/6/24,15110,1142
2013/6/24,15110,1333
2013/6/24,15110,81
2013/6/24,15507,333
2013/6/24,18657,81
2013/6/24,18657,162
2013/6/25,117,0
2013/6/25,117,1333
2013/6/25,128,333
2013/6/25,351,952
2013/6/25,20972,1142
2013/6/25,20972,243
2013/6/25,20972,324
2013/6/25,37,952
2013/6/25,13179,81
2013/6/25,13179,333
2013/6/25,3,952
2013/6/25,3,1333
2013/6/25,281,333
2013/6/25,21165,571
2013/6/25,21165,81
2013/6/25,15110,952
2013/6/25,20191,162
2013/6/25,235,2571
2013/6/25,6482,571
2013/6/25,6482,952
2013/6/26,351,2571
2013/6/26,20972,162
2013/6/26,20972,571
2013/6/26,20972,405
2013/6/26,21254,81
2013/6/26,364,1333
2013/6/26,364,162
2013/6/26,8812,571
2013/6/26,13179,81
2013/6/26,13179,571
2013/6/26,20810,81
2013/6/26,9829,162
2013/6/26,19892,81
2013/6/26,21165,1333
2013/6/26,15110,571
2013/6/26,15110,2571
2013/6/26,11470,81
2013/6/26,11470,571
2013/6/26,11470,405
2013/6/26,21125,405
2013/6/27,351,162
2013/6/27,20972,571
2013/6/27,364,571
2013/6/27,21500,162
2013/6/27,11335,571
2013/6/27,37,810
2013/6/27,18799,81
2013/6/27,20900,571
2013/6/27,11470,571
2013/6/27,11470,162
2013/6/27,15507,571
2013/6/27,6482,1333
2013/6/27,21373,486
2013/6/28,364,1333
2013/6/28,13179,81
2013/6/28,159,81
2013/6/28,13015,1333
2013/6/28,8745,324
2013/6/28,10460,81
2013/6/28,15110,1333
2013/6/28,15110,162
2013/6/28,15110,571
2013/6/28,15110,2571
2013/6/28,14421,81
2013/6/28,6767,162
2013/6/28,11,571
2013/6/28,16531,81
2013/6/28,71,571
2013/6/28,6459,648
2013/6/28,1359,162
2013/6/28,3048,81
2013/6/28,15507,571
2013/6/28,246,162
2013/6/29,128,162
2013/6/29,351,1333
2013/6/29,364,162
2013/6/29,13179,162
2013/6/29,13179,81
2013/6/29,3,571
2013/6/29,157,162
2013/6/29,13948,162
2013/6/29,734,162
2013/6/29,9829,162
2013/6/29,8745,324
2013/6/29,10460,81
2013/6/29,10287,81
2013/6/29,7575,81
2013/6/29,14438,81
2013/6/29,18657,81
2013/6/30,128,162
2013/6/30,351,324
2013/6/30,20972,324
2013/6/30,364,324
2013/6/30,11335,571
2013/6/30,144,162
2013/6/30,3,1333
2013/6/30,3,571
2013/6/30,9376,81
2013/6/30,10287,81
2013/6/30,12221,81
2013/6/30,22435,1333
2013/6/30,7575,243
2013/6/30,71,1333
2013/6/30,711,571
2013/6/30,246,81
2013/6/30,6482,162
2013/7/30,128,571
2013/7/18,128,952
2013/7/30,128,1333
2013/7/9,128,1333
2013/7/11,128,1333
2013/7/18,128,1333
2013/7/16,128,571
2013/7/25,128,1333
2013/7/8,128,571
2013/7/11,128,952
2013/7/29,128,571
2013/7/4,128,333
2013/7/25,128,952
2013/7/2,128,571
2013/7/10,128,952
2013/7/4,128,1333
2013/7/19,9520,81
2013/7/3,9520,333
2013/7/10,9520,952
2013/7/28,9520,571
2013/7/2,12941,81
2013/7/2,12941,1333
2013/7/1,12941,162
2013/7/2,12941,571
2013/7/2,12941,324
2013/7/2,12941,162
2013/7/22,314,162
2013/7/20,314,1333
2013/7/22,314,1333
2013/7/15,314,162
2013/7/14,314,162
2013/7/20,314,162
2013/7/4,314,1333
2013/7/16,314,1333
2013/7/13,314,1333
2013/7/14,314,1333
2013/7/17,314,162
2013/7/23,71,810
2013/7/27,71,810
2013/7/25,71,952
2013/7/2,20922,1142
2013/7/16,20922,1142
2013/7/2,20922,1333
2013/7/8,20922,1333
2013/7/14,20922,324
2013/7/28,20922,571
2013/7/12,20922,1333
2013/7/30,20922,1333
2013/7/2,20922,571
2013/7/21,20922,571
2013/7/16,20922,81
2013/7/16,20922,162
2013/7/23,20922,1333
2013/7/16,20922,571
2013/7/16,20922,810
2013/7/10,20922,571
2013/7/25,159,0
2013/7/11,159,952
2013/7/25,159,1333
2013/7/24,159,571
2013/7/10,159,952
2013/7/2,159,571
2013/7/2,159,1333
2013/7/11,159,571
2013/7/15,159,162
2013/7/16,159,1333
2013/7/11,159,1333
2013/7/16,159,324
2013/7/24,159,952
2013/7/25,15507,333
2013/7/30,15507,162
2013/7/22,15507,571
2013/7/2,15507,81
2013/7/10,15507,333
2013/7/15,15507,81
2013/7/16,15507,162
2013/7/29,15507,162
2013/7/9,15507,81
2013/7/12,15507,81
2013/7/7,15507,162
2013/7/30,3692,162
2013/7/16,10287,162
2013/7/9,10287,81
2013/7/15,10287,571
2013/7/11,10287,81
2013/7/22,37,162
2013/7/24,37,162
2013/7/29,37,162
2013/7/7,37,486
2013/7/28,17539,81
2013/7/7,17539,81
2013/7/10,17539,81
2013/7/11,17539,333
2013/7/19,17539,81
2013/7/22,17539,81
2013/7/24,17539,333
2013/7/18,17539,81
2013/7/15,17539,162
2013/7/7,16531,162
2013/7/7,16531,571
2013/7/23,210,571
2013/7/17,35,162
2013/7/16,35,162
2013/7/11,21500,571
2013/7/10,21500,162
2013/7/3,21500,162
2013/7/7,21500,162
2013/7/2,21500,162
2013/7/14,497,2571
2013/7/15,497,1333
2013/7/25,497,2571
2013/7/10,497,952
2013/7/8,497,1333
2013/7/10,160,81
2013/7/8,160,162
2013/7/5,160,571
2013/7/2,160,571
2013/7/28,160,162
2013/7/2,160,243
2013/7/30,160,81
2013/7/2,160,81
2013/7/2,160,162
2013/7/12,160,162
2013/7/7,146,162
2013/7/14,146,162
2013/7/8,146,162
2013/7/25,351,333
2013/7/5,14421,571
2013/7/4,14421,2571
2013/7/4,14421,333
2013/7/13,14421,571
2013/7/18,22064,1333
2013/7/8,22064,1333
2013/7/9,22064,571
2013/7/8,22064,571
2013/7/9,22064,1333
2013/7/3,22064,571
2013/7/12,22064,1333
2013/7/17,22064,952
2013/7/7,22064,1333
2013/7/13,21223,1333
2013/7/1,21223,1333
2013/7/15,21223,162
2013/7/25,21223,952
2013/7/7,21223,1333
2013/7/27,21223,162
2013/7/18,21223,81
2013/7/22,21223,486
2013/7/26,21223,2571
2013/7/19,21223,1333
2013/7/30,21223,324
2013/7/3,21223,333
2013/7/4,21223,666
2013/7/29,21223,1333
2013/7/22,21223,1333
2013/7/15,21223,1333
2013/7/5,21223,81
2013/7/16,21223,1333
2013/7/10,21223,571
2013/7/24,21223,571
2013/7/10,21223,952
2013/7/11,21223,952
2013/7/4,21223,1333
2013/7/22,4171,1333
2013/7/28,4171,1333
2013/7/17,4171,1333
2013/7/16,4171,162
2013/7/24,4171,571
2013/7/12,4171,162
2013/7/30,4171,324
2013/7/29,4171,162
2013/7/1,4171,571
2013/7/7,4171,571
2013/7/11,4171,571
2013/7/27,4171,571
2013/7/24,4171,162
2013/7/26,4171,162
2013/7/10,4171,333
2013/7/2,4171,162
2013/7/2,4171,571
2013/7/13,4171,1333
2013/7/12,4171,571
2013/7/4,4171,571
2013/7/26,4171,1333
2013/7/24,1359,333
2013/7/19,14939,571
2013/7/20,14939,1333
2013/7/2,14939,571
2013/7/4,14939,333
2013/7/11,21792,571
2013/7/10,235,81
2013/7/17,235,81
2013/7/14,9824,81
2013/7/30,13533,571
2013/7/2,6544,162
2013/7/8,6544,81
2013/7/29,6544,162
2013/7/23,6544,162
2013/7/23,6544,243
2013/7/23,6544,81
2013/7/2,6544,81
2013/7/21,6544,571
2013/7/11,5153,571
2013/7/13,5153,571
2013/7/13,5153,81
2013/7/7,5153,81
2013/7/7,5153,571
2013/7/18,21276,81
2013/7/1,21276,81
2013/7/11,21276,81
2013/7/13,21276,81
2013/7/16,21276,0
2013/7/7,21276,81
2013/7/4,21276,162
2013/7/16,21276,162
2013/7/14,21276,0
2013/7/28,21276,162
2013/7/10,21276,333
2013/7/17,21276,81
2013/7/10,21276,162
2013/7/16,8812,81
2013/7/16,7575,571
2013/7/5,7575,81
2013/7/22,6482,81
2013/7/28,6482,81
2013/7/7,22204,571
2013/7/1,22204,571
2013/7/2,22204,162
2013/7/2,22204,571
2013/7/11,734,81
2013/7/2,16954,0
2013/7/2,16954,162
2013/7/23,16954,1333
2013/7/20,18372,1333
2013/7/23,18372,2571
2013/7/16,18799,81
2013/7/15,246,162
2013/7/11,246,571
2013/7/28,246,648
2013/7/7,246,162
2013/7/5,246,162
2013/7/14,246,648
2013/7/30,238,162
2013/7/11,238,952
2013/7/25,238,571
2013/7/25,238,952
2013/7/7,238,1333
2013/7/27,238,1333
2013/7/3,12897,571
2013/7/5,12897,1333
2013/7/17,20972,162
2013/7/16,403,81
2013/7/28,403,162
2013/7/2,11470,571
2013/7/23,11470,571
2013/7/23,11470,324
2013/7/29,1548,81
2013/7/30,1548,243
2013/7/15,6459,162
2013/7/28,1943,324
2013/7/23,1943,162
2013/7/2,1943,571
2013/7/2,1943,324
2013/7/29,1943,324
2013/7/26,3547,571
2013/7/19,117,81
2013/7/30,17,81
2013/7/13,17,162
2013/7/1,13948,1333
2013/7/26,11,162
2013/7/29,11,162
2013/7/23,11,571
2013/7/29,22115,81
2013/7/30,22115,81
2013/7/10,22115,571
2013/7/12,13015,81
2013/7/13,14108,81
2013/7/29,14108,81
2013/7/28,14108,81
2013/7/7,14108,81
2013/7/8,6372,571
2013/7/5,18071,486
2013/7/4,18071,486
2013/7/5,18071,162
2013/7/14,18071,324
2013/7/4,18071,162
2013/7/15,18071,324
2013/7/15,18071,81
2013/7/15,18071,162
2013/7/5,18071,81
2013/7/15,2784,571
2013/7/30,2784,571
2013/7/16,2784,571
2013/7/27,2784,571
2013/7/26,9009,571
2013/7/27,9009,162
2013/7/27,9009,571
2013/7/26,9009,81
2013/7/26,9009,405
2013/7/10,6637,81
2013/7/30,10460,81
2013/7/7,14028,486
2013/7/1,12924,81
2013/7/1,33,81
2013/7/7,272,81
2013/7/11,3888,81
2013/7/8,1060,81
2013/7/13,1060,81
2013/7/3,14129,162
2013/7/3,14129,81
2013/7/3,364,81
2013/7/28,364,1333
2013/7/15,364,1333
2013/7/4,364,571
2013/7/7,6325,162
2013/7/14,211,81
2013/7/26,211,571
2013/7/24,211,333
2013/7/29,211,162
2013/7/29,211,81
2013/7/23,211,243
2013/7/19,211,81
2013/7/28,211,81
2013/7/25,211,81
2013/7/22,211,81
2013/7/21,211,162
2013/7/25,211,333
2013/7/26,211,81
2013/7/15,211,81
2013/7/11,211,333
2013/7/1,6019,1333
2013/7/1,6019,571
2013/7/2,6019,1333
2013/7/1,6019,1142
2013/7/1,6019,648
2013/7/2,6019,571
2013/7/2,123,243
2013/7/19,22808,81
2013/7/3,23249,243
2013/7/20,23350,162
2013/7/20,23350,571
2013/7/24,23385,81
2013/7/25,23385,81
2013/7/24,23485,571
2013/7/8,24112,81
2013/7/28,24278,243
2013/7/7,24310,81
2013/7/8,24310,162
2013/7/26,24443,81
2013/7/8,24443,162
2013/7/14,24443,162
2013/7/8,24443,571
2013/7/7,24443,571
2013/7/14,24443,81
2013/7/27,24503,81
2013/7/15,24730,333
2013/7/14,24730,162
2013/7/13,24730,243
2013/7/10,24730,243
2013/7/12,24817,81
2013/7/31,24840,648
2013/7/25,24996,81
2013/7/28,24996,81
2013/7/22,24996,81
2013/7/26,24996,81
2013/7/30,24996,333
2013/7/29,24996,81
2013/7/21,24996,162
2013/7/24,24996,81
2013/7/14,25145,762
2013/7/16,25145,762
2013/7/13,25293,571
2013/7/12,25310,81
2013/7/17,25381,81
2013/7/27,25612,81
2013/7/19,25674,81
2013/7/19,25875,81
2013/7/26,25875,81
2013/7/15,25928,162
2013/7/15,26065,571
2013/7/16,26065,81
2013/7/15,26065,81
2013/7/28,26065,81
2013/7/28,26151,162
2013/7/22,26151,333
2013/7/30,26151,1429
2013/7/21,26151,162
2013/7/27,26151,81
2013/7/20,26151,81
2013/7/27,26151,1333
2013/7/28,26151,324
2013/7/20,26151,162
2013/7/28,26151,571
2013/7/20,26151,243
2013/7/19,26291,2571
2013/7/19,26291,648
2013/7/16,26291,1429
2013/7/19,26291,571
2013/7/19,26291,1333
2013/7/26,26291,1215
2013/7/16,26302,2571
2013/7/19,26302,81
2013/7/26,26302,81
2013/7/21,26488,81
2013/7/17,26488,81
2013/7/22,26852,571
2013/7/20,26852,81
2013/7/22,26852,333
2013/7/20,26966,81
2013/7/19,27084,81
2013/7/20,27310,81
2013/7/30,27441,571
2013/7/22,27787,324
2013/7/28,27813,81
2013/7/26,27813,81
2013/7/27,27988,81
2013/7/28,27988,81
2013/7/26,28342,81
2013/7/25,28371,81
2013/7/27,28433,571
2013/7/27,28433,81
2013/7/31,29154,81
