region_month,region_day,user_id,device
2013-01,2013-01-01,13401362,App
2013-01,2013-01-01,13488691,App
2013-01,2013-01-01,13547364,App
2013-01,2013-01-01,13630951,App
2013-01,2013-01-01,13656619,App
2013-01,2013-01-01,13667576,App
2013-01,2013-01-01,13697507,App
2013-01,2013-01-01,13723962,App
2013-01,2013-01-01,13736871,App
2013-01,2013-01-01,13808840,App
2013-01,2013-01-01,13889913,XYX
2013-01,2013-01-01,13991868,App
2013-01,2013-01-01,14026504,App
2013-01,2013-01-01,14159164,App
2013-01,2013-01-01,14222616,XYX
2013-01,2013-01-01,14445055,App
2013-01,2013-01-01,14446502,XYX
2013-01,2013-01-01,14517523,XYX
2013-01,2013-01-01,14653045,App
2013-01,2013-01-01,14725364,App
2013-01,2013-01-01,14832131,XYX
2013-01,2013-01-01,14952772,App
2013-01,2013-01-01,15053928,App
2013-01,2013-01-01,15065642,App
2013-01,2013-01-01,1513153,XYX
2013-01,2013-01-01,15182102,XYX
2013-01,2013-01-01,1518548,App
2013-01,2013-01-01,15302028,App
2013-01,2013-01-01,15368129,App
2013-01,2013-01-01,1547570,App
2013-01,2013-01-01,15486632,XYX
2013-01,2013-01-01,15507718,App
2013-01,2013-01-01,15569351,XYX
2013-01,2013-01-01,15678833,App
2013-01,2013-01-01,15808085,XYX
2013-01,2013-01-01,15853756,App
2013-01,2013-01-01,1590119,XYX
2013-01,2013-01-01,16060341,XYX
2013-01,2013-01-01,16071664,App
2013-01,2013-01-01,16087921,XYX
2013-01,2013-01-01,16169829,App
2013-01,2013-01-01,16217292,App
2013-01,2013-01-01,16231790,App
2013-01,2013-01-01,16332943,App
2013-01,2013-01-01,1641072,XYX
2013-01,2013-01-01,16557842,App
2013-01,2013-01-01,16578338,App
2013-01,2013-01-01,1659249,App
2013-01,2013-01-01,16601192,App
2013-01,2013-01-01,16601192,App
2013-01,2013-01-01,16641375,XYX
2013-01,2013-01-01,16779527,App
2013-01,2013-01-01,16801896,XYX
2013-01,2013-01-01,16836228,XYX
2013-01,2013-01-01,16844248,App
2013-01,2013-01-01,16856560,App
2013-01,2013-01-01,16992393,App
2013-01,2013-01-01,17087165,App
2013-01,2013-01-01,17222821,XYX
2013-01,2013-01-01,17222821,XYX
2013-01,2013-01-01,17257173,App
2013-01,2013-01-01,17321411,App
2013-01,2013-01-01,17380969,App
2013-01,2013-01-01,17509767,App
2013-01,2013-01-01,17510879,App
2013-01,2013-01-01,17518090,XYX
2013-01,2013-01-01,1755064,XYX
2013-01,2013-01-01,17559919,XYX
2013-01,2013-01-01,17567655,XYX
2013-01,2013-01-01,17597650,XYX
2013-01,2013-01-01,17676128,App
2013-01,2013-01-01,17794699,App
2013-01,2013-01-01,17803285,XYX
2013-01,2013-01-01,17838283,XYX
2013-01,2013-01-01,18016056,App
2013-01,2013-01-01,1813977,XYX
2013-01,2013-01-01,18157342,XYX
2013-01,2013-01-01,18233177,App
2013-01,2013-01-01,18346571,App
2013-01,2013-01-01,18350622,App
2013-01,2013-01-01,18499820,XYX
2013-01,2013-01-01,18515428,App
2013-01,2013-01-01,18546889,XYX
2013-01,2013-01-01,18627197,App
2013-01,2013-01-01,18719753,XYX
2013-01,2013-01-01,18727798,App
2013-01,2013-01-01,18761755,XYX
2013-01,2013-01-01,18800068,App
2013-01,2013-01-01,1884585,App
2013-01,2013-01-01,18885065,App
2013-01,2013-01-01,19093508,App
2013-01,2013-01-01,19135278,App
2013-01,2013-01-01,19173756,App
2013-01,2013-01-01,1927963,XYX
2013-01,2013-01-01,19361681,App
2013-01,2013-01-01,19410760,App
2013-01,2013-01-01,19410760,XYX
2013-01,2013-01-01,19432099,App
2013-01,2013-01-01,19435788,App
2013-01,2013-01-01,19440364,App
2013-01,2013-01-01,19531622,App
2013-01,2013-01-01,19635167,XYX
2013-01,2013-01-01,19674719,XYX
2013-01,2013-01-01,19743087,App
2013-01,2013-01-01,19795186,App
2013-01,2013-01-01,19797343,XYX
2013-01,2013-01-01,19798186,App
2013-01,2013-01-01,19839971,App
2013-01,2013-01-01,1984415,App
2013-01,2013-01-01,19891828,App
2013-01,2013-01-01,19901787,App
2013-01,2013-01-01,19961399,XYX
2013-01,2013-01-01,19996046,App
2013-01,2013-01-01,20051544,App
2013-01,2013-01-01,20068966,App
2013-01,2013-01-01,20152415,App
2013-01,2013-01-01,20156891,App
2013-01,2013-01-01,20158919,XYX
2013-01,2013-01-01,20167338,App
2013-01,2013-01-01,20199718,App
2013-01,2013-01-01,20272901,XYX
2013-01,2013-01-01,20422577,XYX
2013-01,2013-01-01,20426702,XYX
2013-01,2013-01-01,20482191,XYX
2013-01,2013-01-01,20559510,XYX
2013-01,2013-01-01,20561489,App
2013-01,2013-01-01,20649866,App
2013-01,2013-01-01,20655923,App
2013-01,2013-01-01,20671492,App
2013-01,2013-01-01,2070332,XYX
2013-01,2013-01-01,20730889,XYX
2013-01,2013-01-01,20761444,App
2013-01,2013-01-01,20852549,App
2013-01,2013-01-01,20933917,XYX
2013-01,2013-01-01,20934346,App
2013-01,2013-01-01,20983294,App
2013-01,2013-01-01,21040366,XYX
2013-01,2013-01-01,21070057,XYX
2013-01,2013-01-01,21141013,XYX
2013-01,2013-01-01,21231390,App
2013-01,2013-01-01,21372784,XYX
2013-01,2013-01-01,21435480,App
2013-01,2013-01-01,21438953,App
2013-01,2013-01-01,21454589,XYX
2013-01,2013-01-01,21454589,XYX
2013-01,2013-01-01,21469870,App
2013-01,2013-01-01,21551429,App
2013-01,2013-01-01,21560076,App
2013-01,2013-01-01,21697792,XYX
2013-01,2013-01-01,21742343,App
2013-01,2013-01-01,21751900,XYX
2013-01,2013-01-01,21773530,App
2013-01,2013-01-01,21782670,XYX
2013-01,2013-01-01,219880426,XYX
2013-01,2013-01-01,22051148,App
2013-01,2013-01-01,22096748,XYX
2013-01,2013-01-01,22107959,App
2013-01,2013-01-01,22243623,App
2013-01,2013-01-01,22273674,App
2013-01,2013-01-01,22310397,App
2013-01,2013-01-01,2241462,App
2013-01,2013-01-01,22421993,XYX
2013-01,2013-01-01,2250605,App
2013-01,2013-01-01,22507715,App
2013-01,2013-01-01,22549270,App
2013-01,2013-01-01,22618667,App
2013-01,2013-01-01,22703347,App
2013-01,2013-01-01,22872022,XYX
2013-01,2013-01-01,22886344,App
2013-01,2013-01-01,22907306,XYX
2013-01,2013-01-01,22964348,App
2013-01,2013-01-01,23017822,App
2013-01,2013-01-01,23040702,App
2013-01,2013-01-01,23073761,App
2013-01,2013-01-01,23090104,XYX
2013-01,2013-01-01,23113079,App
2013-01,2013-01-01,2313174,XYX
2013-01,2013-01-01,23154559,XYX
2013-01,2013-01-01,23182127,App
2013-01,2013-01-01,23258687,App
2013-01,2013-01-01,23262753,App
2013-01,2013-01-01,23267895,App
2013-01,2013-01-01,23284474,XYX
2013-01,2013-01-01,23286194,XYX
2013-01,2013-01-01,23333378,App
2013-01,2013-01-01,23336908,App
2013-01,2013-01-01,23629459,XYX
2013-01,2013-01-01,23629459,XYX
2013-01,2013-01-01,23660448,App
2013-01,2013-01-01,23685849,App
2013-01,2013-01-01,23689923,App
2013-01,2013-01-01,23715382,App
2013-01,2013-01-01,23728522,App
2013-01,2013-01-01,23746679,App
2013-01,2013-01-01,23779858,XYX
2013-01,2013-01-01,23805868,App
2013-01,2013-01-01,23813093,App
2013-01,2013-01-01,23871510,XYX
2013-01,2013-01-01,23871510,XYX
2013-01,2013-01-01,24020851,App
2013-01,2013-01-01,24094669,XYX
2013-01,2013-01-01,24117318,App
2013-01,2013-01-01,24130835,XYX
2013-01,2013-01-01,24195684,App
2013-01,2013-01-01,24203186,App
2013-01,2013-01-01,24269570,App
2013-01,2013-01-01,24311383,App
2013-01,2013-01-01,24396116,XYX
2013-01,2013-01-01,24402271,XYX
2013-01,2013-01-01,24408981,XYX
2013-01,2013-01-01,24408981,XYX
2013-01,2013-01-01,24434442,App
2013-01,2013-01-01,24559627,App
2013-01,2013-01-01,24580495,App
2013-01,2013-01-01,24581383,App
2013-01,2013-01-01,24609593,App
2013-01,2013-01-01,24629893,App
2013-01,2013-01-01,24780213,App
2013-01,2013-01-01,24791702,App
2013-01,2013-01-01,24822592,XYX
2013-01,2013-01-01,24892740,App
2013-01,2013-01-01,24900784,App
2013-01,2013-01-01,24905170,App
2013-01,2013-01-01,24914421,App
2013-01,2013-01-01,24925240,XYX
2013-01,2013-01-01,24925240,XYX
2013-01,2013-01-01,24951686,App
2013-01,2013-01-01,25060655,XYX
2013-01,2013-01-01,2507650,App
2013-01,2013-01-01,25079978,XYX
2013-01,2013-01-01,25312342,App
2013-01,2013-01-01,25349769,XYX
2013-01,2013-01-01,25438147,XYX
2013-01,2013-01-01,25576011,App
2013-01,2013-01-01,25652966,XYX
2013-01,2013-01-01,25673821,XYX
2013-01,2013-01-01,25897425,XYX
2013-01,2013-01-01,26003824,App
2013-01,2013-01-01,26006616,App
2013-01,2013-01-01,26070778,XYX
2013-01,2013-01-01,26120907,XYX
2013-01,2013-01-01,26123235,XYX
2013-01,2013-01-01,26128899,XYX
2013-01,2013-01-01,26138729,App
2013-01,2013-01-01,26149761,App
2013-01,2013-01-01,26218528,App
2013-01,2013-01-01,26272800,App
2013-01,2013-01-01,2628903,XYX
2013-01,2013-01-01,26306492,App
2013-01,2013-01-01,26390613,App
2013-01,2013-01-01,26392456,App
2013-01,2013-01-01,26419393,App
2013-01,2013-01-01,26419973,App
2013-01,2013-01-01,2652327,XYX
2013-01,2013-01-01,26557977,XYX
2013-01,2013-01-01,26652896,XYX
2013-01,2013-01-01,26714307,App
2013-01,2013-01-01,26718888,App
2013-01,2013-01-01,26844806,XYX
2013-01,2013-01-01,26899044,XYX
2013-01,2013-01-01,26909434,App
2013-01,2013-01-01,27003770,App
2013-01,2013-01-01,27270220,App
2013-01,2013-01-01,27284142,App
2013-01,2013-01-01,27361154,XYX
2013-01,2013-01-01,27394772,App
2013-01,2013-01-01,27427017,XYX
2013-01,2013-01-01,27460037,App
2013-01,2013-01-01,2746185,App
2013-01,2013-01-01,27602710,App
2013-01,2013-01-01,27651079,App
2013-01,2013-01-01,27797797,App
2013-01,2013-01-01,27797797,XYX
2013-01,2013-01-01,27800629,App
2013-01,2013-01-01,27809559,XYX
2013-01,2013-01-01,27929591,App
2013-01,2013-01-01,27940864,XYX
2013-01,2013-01-01,27989152,App
2013-01,2013-01-01,28067508,XYX
2013-01,2013-01-01,28166897,App
2013-01,2013-01-01,28222875,App
2013-01,2013-01-01,28272798,App
2013-01,2013-01-01,28276476,XYX
2013-01,2013-01-01,28315570,App
2013-01,2013-01-01,28391896,App
2013-01,2013-01-01,28459499,XYX
2013-01,2013-01-01,28519586,App
2013-01,2013-01-01,28544306,XYX
2013-01,2013-01-01,28560957,App
2013-01,2013-01-01,28716126,App
2013-01,2013-01-01,28759711,App
2013-01,2013-01-01,28801040,App
2013-01,2013-01-01,28808472,XYX
2013-01,2013-01-01,28820284,XYX
2013-01,2013-01-01,28903786,App
2013-01,2013-01-01,28951972,App
2013-01,2013-01-01,28957161,XYX
2013-01,2013-01-01,28961877,App
2013-01,2013-01-01,29026390,App
2013-01,2013-01-01,29027712,App
2013-01,2013-01-01,29096359,XYX
2013-01,2013-01-01,29438362,XYX
2013-01,2013-01-01,29637117,XYX
2013-01,2013-01-01,29658603,App
2013-01,2013-01-01,29698758,App
2013-01,2013-01-01,29770039,App
2013-01,2013-01-01,29864573,App
2013-01,2013-01-01,29889108,XYX
2013-01,2013-01-01,29910096,App
2013-01,2013-01-01,29910206,App
2013-01,2013-01-01,29984353,App
2013-01,2013-01-01,30006393,XYX
2013-01,2013-01-01,30125484,App
2013-01,2013-01-01,30194066,App
2013-01,2013-01-01,30545173,App
2013-01,2013-01-01,30547406,App
2013-01,2013-01-01,30588113,App
2013-01,2013-01-01,30590601,XYX
2013-01,2013-01-01,30665296,XYX
2013-01,2013-01-01,30692415,App
2013-01,2013-01-01,30778143,App
2013-01,2013-01-01,30900694,App
2013-01,2013-01-01,31025067,App
2013-01,2013-01-01,31036582,App
2013-01,2013-01-01,31159195,App
2013-01,2013-01-01,31165563,App
2013-01,2013-01-01,31223358,App
2013-01,2013-01-01,3136504,App
2013-01,2013-01-01,31421318,App
2013-01,2013-01-01,3143038,App
2013-01,2013-01-01,31528923,XYX
2013-01,2013-01-01,31535828,XYX
2013-01,2013-01-01,31535828,XYX
2013-01,2013-01-01,31565027,App
2013-01,2013-01-01,31603274,App
2013-01,2013-01-01,31636660,App
2013-01,2013-01-01,31711986,XYX
2013-01,2013-01-01,31749187,XYX
2013-01,2013-01-01,31879655,App
2013-01,2013-01-01,31931107,XYX
2013-01,2013-01-01,31991101,App
2013-01,2013-01-01,3207203,App
2013-01,2013-01-01,32210633,XYX
2013-01,2013-01-01,32210633,XYX
2013-01,2013-01-01,32245294,App
2013-01,2013-01-01,32307361,App
2013-01,2013-01-01,3232864,XYX
2013-01,2013-01-01,32351688,App
2013-01,2013-01-01,32371368,App
2013-01,2013-01-01,32482693,XYX
2013-01,2013-01-01,32500332,App
2013-01,2013-01-01,32699303,App
2013-01,2013-01-01,3272801,App
2013-01,2013-01-01,32762652,App
2013-01,2013-01-01,3283151,App
2013-01,2013-01-01,32946697,XYX
2013-01,2013-01-01,33130260,XYX
2013-01,2013-01-01,33500706,App
2013-01,2013-01-01,33522311,XYX
2013-01,2013-01-01,33564240,XYX
2013-01,2013-01-01,33624830,App
2013-01,2013-01-01,33650191,App
2013-01,2013-01-01,33676366,App
2013-01,2013-01-01,33677617,XYX
2013-01,2013-01-01,33677617,XYX
2013-01,2013-01-01,33766726,App
2013-01,2013-01-01,33821832,App
2013-01,2013-01-01,33824540,XYX
2013-01,2013-01-01,33962288,XYX
2013-01,2013-01-01,33962766,App
2013-01,2013-01-01,33978930,XYX
2013-01,2013-01-01,34096465,XYX
2013-01,2013-01-01,34236812,App
2013-01,2013-01-01,34301301,App
2013-01,2013-01-01,34338665,App
2013-01,2013-01-01,34640001,App
2013-01,2013-01-01,34757440,App
2013-01,2013-01-01,34854998,App
2013-01,2013-01-01,34863469,App
2013-01,2013-01-01,35005856,App
2013-01,2013-01-01,35050929,App
2013-01,2013-01-01,35125949,App
2013-01,2013-01-01,35320483,App
2013-01,2013-01-01,35462440,App
2013-01,2013-01-01,35812762,App
2013-01,2013-01-01,35942524,XYX
2013-01,2013-01-01,36044562,XYX
2013-01,2013-01-01,36046159,XYX
2013-01,2013-01-01,36057122,App
2013-01,2013-01-01,36084784,App
2013-01,2013-01-01,36090553,App
2013-01,2013-01-01,36181834,App
2013-01,2013-01-01,3618741,App
2013-01,2013-01-01,3652285,App
2013-01,2013-01-01,36652180,XYX
2013-01,2013-01-01,36755738,App
2013-01,2013-01-01,36804791,XYX
2013-01,2013-01-01,36828119,App
2013-01,2013-01-01,36832128,XYX
2013-01,2013-01-01,36933046,XYX
2013-01,2013-01-01,36960535,App
2013-01,2013-01-01,36981773,App
2013-01,2013-01-01,37076963,XYX
2013-01,2013-01-01,37115408,XYX
2013-01,2013-01-01,37346321,XYX
2013-01,2013-01-01,37568049,App
2013-01,2013-01-01,37578823,App
2013-01,2013-01-01,37788185,XYX
2013-01,2013-01-01,37872955,App
2013-01,2013-01-01,37921036,App
2013-01,2013-01-01,37955672,App
2013-01,2013-01-01,37958883,App
2013-01,2013-01-01,38123435,App
2013-01,2013-01-01,38407314,App
2013-01,2013-01-01,38476156,App
2013-01,2013-01-01,38480399,App
2013-01,2013-01-01,38521310,XYX
2013-01,2013-01-01,38865161,App
2013-01,2013-01-01,38966437,App
2013-01,2013-01-01,3903683,XYX
2013-01,2013-01-01,3907343,App
2013-01,2013-01-01,39128152,App
2013-01,2013-01-01,39164598,App
2013-01,2013-01-01,39386772,XYX
2013-01,2013-01-01,39415221,App
2013-01,2013-01-01,39439331,App
2013-01,2013-01-01,39484987,App
2013-01,2013-01-01,39517765,App
2013-01,2013-01-01,39535889,App
2013-01,2013-01-01,39540009,App
2013-01,2013-01-01,3955950,App
2013-01,2013-01-01,39597808,App
2013-01,2013-01-01,39611811,App
2013-01,2013-01-01,39647229,App
2013-01,2013-01-01,397286,App
2013-01,2013-01-01,39841028,App
2013-01,2013-01-01,39895852,XYX
2013-01,2013-01-01,39899454,App
2013-01,2013-01-01,40093101,App
2013-01,2013-01-01,40335821,XYX
2013-01,2013-01-01,40440061,App
2013-01,2013-01-01,40511347,XYX
2013-01,2013-01-01,40558126,App
2013-01,2013-01-01,40596335,App
2013-01,2013-01-01,40608644,App
2013-01,2013-01-01,40668305,App
2013-01,2013-01-01,40678591,App
2013-01,2013-01-01,40800712,App
2013-01,2013-01-01,40805502,App
2013-01,2013-01-01,4089662,App
2013-01,2013-01-01,41007230,App
2013-01,2013-01-01,41052449,App
2013-01,2013-01-01,41139017,App
2013-01,2013-01-01,41171755,XYX
2013-01,2013-01-01,41299701,App
2013-01,2013-01-01,41323043,XYX
2013-01,2013-01-01,41351992,App
2013-01,2013-01-01,41381772,App
2013-01,2013-01-01,41527137,App
2013-01,2013-01-01,4158561,App
2013-01,2013-01-01,41607667,XYX
2013-01,2013-01-01,41738430,XYX
2013-01,2013-01-01,41809465,App
2013-01,2013-01-01,41939449,App
2013-01,2013-01-01,41977374,App
2013-01,2013-01-01,41991696,XYX
2013-01,2013-01-01,42239663,App
2013-01,2013-01-01,42264851,XYX
2013-01,2013-01-01,42276142,App
2013-01,2013-01-01,42392581,App
2013-01,2013-01-01,42425854,App
2013-01,2013-01-01,42438713,App
2013-01,2013-01-01,42501859,App
2013-01,2013-01-01,42543196,XYX
2013-01,2013-01-01,42596816,XYX
2013-01,2013-01-01,42607562,XYX
2013-01,2013-01-01,42757354,XYX
2013-01,2013-01-01,42782211,App
2013-01,2013-01-01,4281871,XYX
2013-01,2013-01-01,42871979,App
2013-01,2013-01-01,42904204,App
2013-01,2013-01-01,42917133,App
2013-01,2013-01-01,4294213,App
2013-01,2013-01-01,42951597,XYX
2013-01,2013-01-01,42963421,App
2013-01,2013-01-01,43023649,App
2013-01,2013-01-01,43088898,XYX
2013-01,2013-01-01,43162472,App
2013-01,2013-01-01,43213003,XYX
2013-01,2013-01-01,43226752,App
2013-01,2013-01-01,43278162,App
2013-01,2013-01-01,43351383,XYX
2013-01,2013-01-01,43352989,App
2013-01,2013-01-01,43360528,App
2013-01,2013-01-01,43394363,App
2013-01,2013-01-01,43417019,XYX
2013-01,2013-01-01,43451947,App
2013-01,2013-01-01,43512882,XYX
2013-01,2013-01-01,43587538,App
2013-01,2013-01-01,43729100,App
2013-01,2013-01-01,43893498,App
2013-01,2013-01-01,43903488,App
2013-01,2013-01-01,44056533,XYX
2013-01,2013-01-01,44117896,App
2013-01,2013-01-01,44257843,XYX
2013-01,2013-01-01,44332034,XYX
2013-01,2013-01-01,44459343,App
2013-01,2013-01-01,44576334,XYX
2013-01,2013-01-01,44621706,App
2013-01,2013-01-01,45151886,App
2013-01,2013-01-01,4517732,XYX
2013-01,2013-01-01,45290257,App
2013-01,2013-01-01,45291726,App
2013-01,2013-01-01,4540093,App
2013-01,2013-01-01,45502960,App
2013-01,2013-01-01,45514378,App
2013-01,2013-01-01,45518974,App
2013-01,2013-01-01,45810707,App
2013-01,2013-01-01,45869390,XYX
2013-01,2013-01-01,45878812,XYX
2013-01,2013-01-01,45947669,App
2013-01,2013-01-01,46050930,App
2013-01,2013-01-01,46201267,App
2013-01,2013-01-01,46465711,XYX
2013-01,2013-01-01,46489805,App
2013-01,2013-01-01,46505109,App
2013-01,2013-01-01,4659516,App
2013-01,2013-01-01,46654824,XYX
2013-01,2013-01-01,46735466,App
2013-01,2013-01-01,46769379,App
2013-01,2013-01-01,4685871,App
2013-01,2013-01-01,47085772,App
2013-01,2013-01-01,47087347,App
2013-01,2013-01-01,471341,App
2013-01,2013-01-01,47139762,App
2013-01,2013-01-01,47139762,App
2013-01,2013-01-01,47242577,XYX
2013-01,2013-01-01,47266966,App
2013-01,2013-01-01,47276219,XYX
2013-01,2013-01-01,47316194,App
2013-01,2013-01-01,47332069,XYX
2013-01,2013-01-01,47437574,App
2013-01,2013-01-01,47446246,App
2013-01,2013-01-01,47457676,App
2013-01,2013-01-01,47689734,App
2013-01,2013-01-01,47730910,App
2013-01,2013-01-01,47946144,App
2013-01,2013-01-01,47954338,App
2013-01,2013-01-01,47993625,App
2013-01,2013-01-01,48128576,App
2013-01,2013-01-01,48307946,XYX
2013-01,2013-01-01,48359437,XYX
2013-01,2013-01-01,4850279,XYX
2013-01,2013-01-01,48615930,App
2013-01,2013-01-01,48888328,XYX
2013-01,2013-01-01,48972377,XYX
2013-01,2013-01-01,49368943,App
2013-01,2013-01-01,49514500,App
2013-01,2013-01-01,49591327,XYX
2013-01,2013-01-01,49608240,XYX
2013-01,2013-01-01,4964212,App
2013-01,2013-01-01,49869113,App
2013-01,2013-01-01,49995552,XYX
2013-01,2013-01-01,50056901,App
2013-01,2013-01-01,50168892,XYX
2013-01,2013-01-01,50334248,XYX
2013-01,2013-01-01,503874,App
2013-01,2013-01-01,5039154,App
2013-01,2013-01-01,50494631,App
2013-01,2013-01-01,50550278,App
2013-01,2013-01-01,50587747,XYX
2013-01,2013-01-01,50624207,App
2013-01,2013-01-01,50659393,App
2013-01,2013-01-01,5075759,XYX
2013-01,2013-01-01,50850885,App
2013-01,2013-01-01,50965711,XYX
2013-01,2013-01-01,51058632,App
2013-01,2013-01-01,51066821,XYX
2013-01,2013-01-01,51116175,App
2013-01,2013-01-01,512250,App
2013-01,2013-01-01,5142656,XYX
2013-01,2013-01-01,5145906,XYX
2013-01,2013-01-01,51528639,XYX
2013-01,2013-01-01,5162804,XYX
2013-01,2013-01-01,51708709,App
2013-01,2013-01-01,51776006,App
2013-01,2013-01-01,51832664,App
2013-01,2013-01-01,51923083,App
2013-01,2013-01-01,51999543,XYX
2013-01,2013-01-01,52124853,App
2013-01,2013-01-01,52170421,XYX
2013-01,2013-01-01,5224886,App
2013-01,2013-01-01,52375605,XYX
2013-01,2013-01-01,5237826,App
2013-01,2013-01-01,52382371,App
2013-01,2013-01-01,52507616,App
2013-01,2013-01-01,52541944,XYX
2013-01,2013-01-01,52776438,App
2013-01,2013-01-01,52820377,App
2013-01,2013-01-01,52854626,App
2013-01,2013-01-01,53106358,App
2013-01,2013-01-01,53130391,App
2013-01,2013-01-01,53203804,App
2013-01,2013-01-01,53310344,App
2013-01,2013-01-01,53324490,XYX
2013-01,2013-01-01,53464574,App
2013-01,2013-01-01,53598305,App
2013-01,2013-01-01,53815527,App
2013-01,2013-01-01,53864809,App
2013-01,2013-01-01,53885559,App
2013-01,2013-01-01,54028438,App
2013-01,2013-01-01,54163619,XYX
2013-01,2013-01-01,5418302,XYX
2013-01,2013-01-01,54217978,XYX
2013-01,2013-01-01,54294294,App
2013-01,2013-01-01,54305597,App
2013-01,2013-01-01,54502742,App
2013-01,2013-01-01,54618285,XYX
2013-01,2013-01-01,54765351,XYX
2013-01,2013-01-01,54777823,App
2013-01,2013-01-01,54780782,App
2013-01,2013-01-01,5484914,XYX
2013-01,2013-01-01,54965369,App
2013-01,2013-01-01,55019356,App
2013-01,2013-01-01,55071226,App
2013-01,2013-01-01,5526146,App
2013-01,2013-01-01,55282182,App
2013-01,2013-01-01,5533130,App
2013-01,2013-01-01,55476260,App
2013-01,2013-01-01,55615211,XYX
2013-01,2013-01-01,55677326,XYX
2013-01,2013-01-01,55789016,App
2013-01,2013-01-01,55843099,XYX
2013-01,2013-01-01,55930589,App
2013-01,2013-01-01,55959047,XYX
2013-01,2013-01-01,5596253,XYX
2013-01,2013-01-01,56316509,App
2013-01,2013-01-01,56323290,App
2013-01,2013-01-01,56368914,App
2013-01,2013-01-01,56384720,XYX
2013-01,2013-01-01,56814631,App
2013-01,2013-01-01,57120418,App
2013-01,2013-01-01,57150491,App
2013-01,2013-01-01,57168177,XYX
2013-01,2013-01-01,57178240,App
2013-01,2013-01-01,57204913,XYX
2013-01,2013-01-01,57286426,App
2013-01,2013-01-01,57298772,App
2013-01,2013-01-01,57406487,XYX
2013-01,2013-01-01,57554576,App
2013-01,2013-01-01,57650218,App
2013-01,2013-01-01,57738963,XYX
2013-01,2013-01-01,57760067,XYX
2013-01,2013-01-01,5777671,XYX
2013-01,2013-01-01,57871462,App
2013-01,2013-01-01,57890632,App
2013-01,2013-01-01,57941985,XYX
2013-01,2013-01-01,58064853,XYX
2013-01,2013-01-01,58084845,App
2013-01,2013-01-01,58144438,App
2013-01,2013-01-01,58164531,XYX
2013-01,2013-01-01,58188336,XYX
2013-01,2013-01-01,58526313,XYX
2013-01,2013-01-01,58632253,XYX
2013-01,2013-01-01,58674773,App
2013-01,2013-01-01,58705207,XYX
2013-01,2013-01-01,58787869,XYX
2013-01,2013-01-01,58852885,XYX
2013-01,2013-01-01,58932842,XYX
2013-01,2013-01-01,59436825,App
2013-01,2013-01-01,59490148,App
2013-01,2013-01-01,59561276,App
2013-01,2013-01-01,59680968,XYX
2013-01,2013-01-01,6003423,App
2013-01,2013-01-01,60167545,XYX
2013-01,2013-01-01,6025587,App
2013-01,2013-01-01,60584624,XYX
2013-01,2013-01-01,60693926,XYX
2013-01,2013-01-01,60721895,XYX
2013-01,2013-01-01,60854723,App
2013-01,2013-01-01,60863736,App
2013-01,2013-01-01,60875346,XYX
2013-01,2013-01-01,611102,XYX
2013-01,2013-01-01,6147878,App
