install_date,user_id,gender,generation,device_type
2013/4/18,398,M,30,Android
2013/4/18,399,M,20,Android
2013/4/18,400,M,10,iOS
2013/4/18,401,F,10,Android
2013/4/18,402,M,50,Android
2013/4/18,403,M,20,iOS
2013/4/18,404,F,50,Android
2013/4/18,405,M,10,Android
2013/4/18,406,F,10,Android
2013/4/18,407,M,20,Android
2013/4/18,408,M,40,Android
2013/4/18,409,M,30,iOS
2013/4/18,410,F,30,iOS
2013/4/18,411,M,30,iOS
2013/4/18,412,F,30,Android
2013/4/18,413,M,20,iOS
2013/4/18,414,F,10,iOS
2013/4/18,415,F,20,iOS
2013/4/18,416,M,20,iOS
2013/4/18,417,M,20,Android
2013/4/18,418,F,40,Android
2013/4/18,419,M,40,iOS
2013/4/18,420,M,50,Android
2013/4/18,421,F,30,Android
2013/4/18,422,M,20,iOS
2013/4/18,423,M,30,iOS
2013/4/18,424,F,20,iOS
2013/4/18,425,M,10,Android
2013/4/18,426,M,20,iOS
2013/4/18,427,M,40,iOS
2013/4/18,428,F,10,Android
2013/4/18,429,F,20,Android
2013/4/18,430,M,30,Android
2013/4/18,431,F,30,iOS
2013/4/18,432,M,30,iOS
2013/4/18,433,F,20,Android
2013/4/18,434,M,50,Android
2013/4/18,435,M,30,Android
2013/4/18,436,F,40,iOS
2013/4/18,437,M,30,Android
2013/4/18,438,M,20,iOS
2013/4/18,439,F,10,iOS
2013/4/18,440,M,10,Android
2013/4/18,441,F,30,Android
2013/4/18,442,M,20,iOS
2013/4/18,443,F,40,Android
2013/4/18,444,M,10,iOS
2013/4/18,445,F,10,Android
2013/4/18,446,M,30,Android
2013/4/18,447,F,10,Android
2013/4/18,448,M,10,iOS
2013/4/18,449,M,20,iOS
2013/4/18,450,F,30,Android
2013/4/18,451,F,30,Android
2013/4/18,452,F,30,iOS
2013/4/18,453,M,20,iOS
2013/4/18,454,F,20,iOS
2013/4/18,455,F,30,iOS
2013/4/18,456,F,10,iOS
2013/4/18,457,M,10,iOS
2013/4/18,458,F,20,Android
2013/4/18,459,F,20,Android
2013/4/18,460,M,20,iOS
2013/4/18,461,M,10,iOS
2013/4/18,462,F,30,iOS
2013/4/18,463,M,30,iOS
2013/4/18,464,M,30,Android
2013/4/18,465,M,20,iOS
2013/4/18,466,M,10,Android
2013/4/18,467,F,10,iOS
2013/4/18,468,M,20,iOS
2013/4/18,469,M,30,Android
2013/4/18,470,M,30,Android
2013/4/18,471,M,50,iOS
2013/4/18,472,M,30,Android
2013/4/18,473,F,40,iOS
2013/4/18,474,M,20,iOS
2013/4/18,475,M,30,Android
2013/4/18,476,F,10,Android
2013/4/18,477,F,20,Android
2013/4/18,478,M,20,iOS
2013/4/18,479,F,30,Android
2013/4/18,480,M,20,Android
2013/4/18,481,M,10,Android
2013/4/18,482,M,20,Android
2013/4/18,483,M,10,Android
2013/4/18,484,F,30,iOS
2013/4/18,485,F,10,iOS
2013/4/18,486,F,20,iOS
2013/4/18,487,M,10,Android
2013/4/18,488,M,20,iOS
2013/4/18,489,F,30,Android
2013/4/18,490,F,30,Android
2013/4/18,491,F,10,iOS
2013/4/18,492,F,20,Android
2013/4/18,493,M,30,Android
2013/4/18,494,F,40,iOS
2013/4/18,495,F,40,iOS
2013/4/18,496,M,20,iOS
2013/4/18,497,F,30,Android
2013/4/18,498,M,10,iOS
2013/4/18,499,M,30,iOS
2013/4/18,500,M,10,iOS
2013/4/18,501,M,30,iOS
2013/4/18,502,M,20,Android
2013/4/18,503,M,20,iOS
2013/4/18,504,F,40,Android
2013/4/18,505,F,30,iOS
2013/4/18,506,F,20,iOS
2013/4/18,507,M,40,Android
2013/4/18,508,M,20,Android
2013/4/18,509,M,10,iOS
2013/4/18,510,F,30,Android
2013/4/18,511,F,20,Android
2013/4/18,512,M,30,Android
2013/4/18,513,M,30,Android
2013/4/18,514,M,20,iOS
2013/4/18,515,F,20,Android
2013/4/18,516,F,40,iOS
2013/4/18,517,M,30,Android
2013/4/18,518,F,20,Android
2013/4/18,519,F,50,iOS
2013/4/18,520,F,20,Android
2013/4/18,521,M,10,iOS
2013/4/18,522,M,30,Android
2013/4/18,523,F,20,Android
2013/4/18,524,M,30,Android
2013/4/18,525,M,30,Android
2013/4/18,526,M,30,Android
2013/4/18,527,M,10,iOS
2013/4/18,528,M,30,Android
2013/4/18,529,M,40,Android
2013/4/18,530,M,40,iOS
2013/4/18,531,M,30,Android
2013/4/18,532,F,30,Android
2013/4/18,533,F,10,iOS
2013/4/18,534,F,20,Android
2013/4/18,535,F,30,iOS
2013/4/18,536,F,20,Android
2013/4/18,537,F,30,iOS
2013/4/18,538,M,20,Android
2013/4/18,539,M,30,Android
2013/4/18,540,M,40,iOS
2013/4/18,541,M,50,iOS
2013/4/18,542,F,30,Android
2013/4/18,543,M,30,iOS
2013/4/18,544,M,10,Android
2013/4/18,545,F,30,iOS
2013/4/18,546,F,30,Android
2013/4/18,547,M,20,iOS
2013/4/18,548,F,20,Android
2013/4/18,549,F,20,Android
2013/4/18,550,M,20,iOS
2013/4/18,551,F,30,Android
2013/4/18,552,M,10,Android
2013/4/18,553,M,20,Android
2013/4/18,554,M,10,Android
2013/4/18,555,M,30,iOS
2013/4/18,556,M,10,iOS
2013/4/18,557,F,30,iOS
2013/4/18,558,F,20,iOS
2013/4/18,559,M,20,iOS
2013/4/18,560,M,30,Android
2013/4/18,561,M,20,iOS
2013/4/18,562,F,30,Android
2013/4/18,563,M,10,Android
2013/4/18,564,M,10,Android
2013/4/18,565,F,20,iOS
2013/4/18,566,F,10,iOS
2013/4/18,567,F,30,iOS
2013/4/18,568,M,30,Android
2013/4/18,569,F,10,Android
2013/4/18,570,F,30,Android
2013/4/18,571,F,40,iOS
2013/4/18,572,M,20,Android
2013/4/18,573,M,20,iOS
2013/4/18,574,M,20,iOS
2013/4/18,575,F,40,Android
2013/4/18,576,M,40,iOS
2013/4/18,577,M,30,Android
2013/4/18,578,M,10,iOS
2013/4/18,579,F,10,Android
2013/4/18,580,M,10,Android
2013/4/18,581,M,40,Android
2013/4/18,582,F,20,Android
2013/4/18,583,M,20,Android
2013/4/18,584,M,50,Android
2013/4/18,585,M,20,iOS
2013/4/18,586,F,20,Android
2013/4/18,587,M,20,Android
2013/4/18,588,F,30,iOS
2013/4/18,589,F,50,iOS
2013/4/18,590,M,30,iOS
2013/4/19,591,F,20,iOS
2013/4/19,592,M,50,iOS
2013/4/19,593,F,20,Android
2013/4/19,594,F,40,Android
2013/4/19,595,M,30,iOS
2013/4/19,596,F,50,iOS
2013/4/19,597,M,10,iOS
2013/4/19,598,M,20,Android
2013/4/19,599,F,20,Android
2013/4/19,600,F,20,Android
2013/4/19,601,F,10,iOS
2013/4/19,602,F,20,iOS
2013/4/19,603,F,20,Android
2013/4/19,604,F,10,iOS
2013/4/19,605,M,20,iOS
2013/4/19,606,F,50,Android
2013/4/19,607,F,50,Android
2013/4/19,608,M,20,Android
2013/4/19,609,M,30,Android
2013/4/19,610,F,10,iOS
2013/4/19,611,M,10,Android
2013/4/19,612,F,10,iOS
2013/4/19,613,F,20,Android
2013/4/19,614,M,30,Android
2013/4/19,615,M,20,Android
2013/4/19,616,M,20,iOS
2013/4/19,617,M,10,iOS
2013/4/19,618,M,30,iOS
2013/4/19,619,F,30,iOS
2013/4/19,620,M,20,iOS
2013/4/19,621,M,10,iOS
2013/4/19,622,M,40,iOS
2013/4/19,623,F,20,Android
2013/4/19,624,M,30,iOS
2013/4/19,625,F,50,Android
2013/4/19,626,M,40,Android
2013/4/19,627,M,30,iOS
2013/4/19,628,F,20,iOS
2013/4/19,629,F,30,iOS
2013/4/19,630,F,20,Android
2013/4/19,631,M,20,iOS
2013/4/19,632,M,10,Android
2013/4/19,633,F,30,Android
2013/4/19,634,F,20,Android
2013/4/19,635,M,30,Android
2013/4/19,636,M,10,Android
2013/4/19,637,M,10,Android
2013/4/19,638,M,20,Android
2013/4/19,639,M,20,iOS
2013/4/19,640,M,20,Android
2013/4/19,641,F,10,iOS
2013/4/19,642,F,20,iOS
2013/4/19,643,F,30,Android
2013/4/19,644,F,10,iOS
2013/4/19,645,M,30,iOS
2013/4/19,646,M,30,Android
2013/4/19,647,M,20,iOS
2013/4/19,648,F,40,iOS
2013/4/19,649,F,20,iOS
2013/4/19,650,F,10,iOS
2013/4/19,651,F,30,iOS
2013/4/19,652,F,30,iOS
2013/4/19,653,F,40,Android
2013/4/19,654,F,30,Android
2013/4/19,655,F,20,iOS
2013/4/19,656,M,30,Android
2013/4/19,657,M,30,iOS
2013/4/19,658,F,30,iOS
2013/4/19,659,M,20,Android
2013/4/19,660,M,40,Android
2013/4/19,661,M,30,iOS
2013/4/19,662,F,20,iOS
2013/4/19,663,F,30,Android
2013/4/19,664,F,30,iOS
2013/4/19,665,F,20,Android
2013/4/19,666,M,20,iOS
2013/4/19,667,M,20,iOS
2013/4/19,668,F,30,Android
2013/4/19,669,F,20,Android
2013/4/19,670,F,10,iOS
2013/4/19,671,F,10,Android
2013/4/19,672,F,20,Android
2013/4/19,673,F,20,iOS
2013/4/19,674,F,50,iOS
2013/4/19,675,M,20,Android
2013/4/19,676,F,40,Android
2013/4/19,677,F,20,Android
2013/4/19,678,M,30,iOS
2013/4/19,679,M,30,Android
2013/4/19,680,M,30,iOS
2013/4/19,681,M,20,Android
2013/4/19,682,M,30,Android
2013/4/19,683,M,20,iOS
2013/4/19,684,F,30,Android
2013/4/19,685,M,20,Android
2013/4/19,686,F,10,iOS
2013/4/19,687,M,20,iOS
2013/4/19,688,M,20,Android
2013/4/19,689,F,20,iOS
2013/4/19,690,M,10,Android
2013/4/19,691,F,50,iOS
2013/4/19,692,M,10,iOS
2013/4/19,693,F,20,iOS
2013/4/19,694,F,20,iOS
2013/4/19,695,M,10,Android
2013/4/19,696,M,10,iOS
2013/4/19,697,M,30,Android
2013/4/19,698,M,20,Android
2013/4/19,699,M,50,iOS
2013/4/19,700,F,20,iOS
2013/4/19,701,F,20,iOS
2013/4/19,702,M,30,iOS
2013/4/19,703,M,20,Android
2013/4/19,704,F,10,iOS
2013/4/19,705,M,30,Android
2013/4/19,706,F,30,Android
2013/4/19,707,M,30,iOS
2013/4/19,708,F,20,Android
2013/4/19,709,M,10,iOS
2013/4/19,710,M,20,iOS
2013/4/19,711,F,30,iOS
2013/4/19,712,M,20,iOS
2013/4/19,713,F,30,iOS
2013/4/19,714,F,30,Android
2013/4/19,715,M,30,iOS
2013/4/19,716,M,20,iOS
2013/4/19,717,F,20,iOS
2013/4/19,718,M,10,iOS
2013/4/19,719,M,10,iOS
2013/4/19,720,M,10,Android
2013/4/19,721,M,10,iOS
2013/4/19,722,F,50,iOS
2013/4/19,723,M,50,Android
2013/4/19,724,M,30,iOS
2013/4/19,725,M,30,Android
2013/4/19,726,M,40,iOS
2013/4/19,727,F,30,iOS
2013/4/19,728,M,50,iOS
2013/4/19,729,F,20,iOS
2013/4/19,730,F,30,iOS
2013/4/19,731,F,30,Android
2013/4/19,732,M,10,iOS
2013/4/19,733,F,10,Android
2013/4/19,734,M,20,Android
2013/4/19,735,M,40,iOS
2013/4/19,736,M,40,Android
2013/4/19,737,M,20,iOS
2013/4/19,738,M,10,Android
2013/4/19,739,F,30,Android
2013/4/19,740,F,40,Android
2013/4/19,741,M,30,iOS
2013/4/19,742,F,30,iOS
2013/4/19,743,F,20,Android
2013/4/19,744,F,20,iOS
2013/4/19,745,F,20,iOS
2013/4/19,746,M,20,Android
2013/4/19,747,M,40,Android
2013/4/19,748,M,30,Android
2013/4/19,749,M,40,Android
2013/4/19,750,F,30,Android
2013/4/19,751,F,10,iOS
2013/4/19,752,M,10,Android
2013/4/19,753,F,20,Android
2013/4/19,754,M,30,iOS
2013/4/19,755,M,20,Android
2013/4/19,756,M,10,iOS
2013/4/19,757,F,10,Android
2013/4/19,758,M,30,Android
2013/4/19,759,M,20,iOS
2013/4/19,760,M,50,Android
2013/4/19,761,M,30,iOS
2013/4/19,762,M,10,Android
2013/4/19,763,M,40,Android
2013/4/19,764,F,30,iOS
2013/4/19,765,M,20,Android
2013/4/19,766,M,30,Android
2013/4/19,767,M,30,Android
2013/4/19,768,F,20,iOS
2013/4/19,769,M,50,Android
2013/4/19,770,M,20,Android
2013/4/19,771,F,20,iOS
2013/4/19,772,F,30,Android
2013/4/19,773,F,30,Android
2013/4/19,774,M,10,iOS
2013/4/19,775,F,20,iOS
2013/4/19,776,F,20,iOS
2013/4/19,777,M,30,Android
2013/4/19,778,M,10,Android
2013/4/19,779,F,20,Android
2013/4/19,780,M,20,Android
2013/4/19,781,M,40,iOS
2013/4/19,782,M,30,Android
2013/4/19,783,M,20,iOS
2013/4/19,784,M,10,Android
2013/4/19,785,M,20,Android
2013/4/19,786,M,30,iOS
2013/4/19,787,F,20,Android
2013/4/19,788,M,20,iOS
2013/4/19,789,M,40,iOS
2013/4/19,790,F,20,Android
2013/4/19,791,F,30,iOS
2013/4/19,792,F,30,iOS
2013/4/19,793,F,20,Android
2013/4/19,794,M,20,iOS
2013/4/19,795,F,10,iOS
2013/4/19,796,M,30,iOS
2013/4/19,797,F,10,Android
2013/4/19,798,M,20,Android
2013/4/19,799,M,20,Android
2013/4/19,800,M,40,Android
2013/4/19,801,F,10,iOS
2013/4/19,802,F,30,iOS
2013/4/19,803,F,20,Android
2013/4/19,804,F,30,iOS
2013/4/19,805,F,20,iOS
2013/4/19,806,M,20,Android
2013/4/19,807,M,20,iOS
2013/4/19,808,M,30,Android
2013/4/19,809,M,50,Android
2013/4/19,810,M,10,Android
2013/4/19,811,M,10,Android
2013/4/19,812,F,30,Android
2013/4/19,813,F,30,iOS
2013/4/19,814,F,30,Android
2013/4/19,815,F,30,Android
2013/4/19,816,F,50,Android
2013/4/19,817,F,20,Android
2013/4/20,818,M,30,Android
2013/4/20,819,M,50,Android
2013/4/20,820,F,50,Android
2013/4/20,821,F,20,Android
2013/4/20,822,M,40,Android
2013/4/20,823,M,30,iOS
2013/4/20,824,F,30,iOS
2013/4/20,825,M,30,iOS
2013/4/20,826,M,30,Android
2013/4/20,827,M,20,iOS
2013/4/20,828,M,30,Android
2013/4/20,829,M,30,iOS
2013/4/20,830,M,40,Android
2013/4/20,831,M,10,Android
2013/4/20,832,F,20,iOS
2013/4/20,833,F,30,iOS
2013/4/20,834,M,20,iOS
2013/4/20,835,F,20,Android
2013/4/20,836,M,20,Android
2013/4/20,837,M,10,iOS
2013/4/20,838,M,40,Android
2013/4/20,839,M,40,Android
2013/4/20,840,M,20,iOS
2013/4/20,841,M,20,Android
2013/4/20,842,M,10,iOS
2013/4/20,843,F,30,iOS
2013/4/20,844,M,10,iOS
2013/4/20,845,F,40,iOS
2013/4/20,846,M,50,iOS
