log_date,user_id
2013/8/1,20643
2013/8/1,30750
2013/8/1,33892
2013/8/1,10945
2013/8/1,32844
2013/8/1,6359
2013/8/1,28175
2013/8/1,28180
2013/8/1,17498
2013/8/1,624
2013/8/1,17994
2013/8/1,7832
2013/8/1,25046
2013/8/1,1458
2013/8/1,9368
2013/8/1,13560
2013/8/1,27024
2013/8/1,33899
2013/8/1,1744
2013/8/1,30756
2013/8/1,10217
2013/8/1,22731
2013/8/1,33902
2013/8/1,25952
2013/8/1,27428
2013/8/1,32116
2013/8/1,25049
2013/8/1,9917
2013/8/1,31053
2013/8/1,24695
2013/8/1,12399
2013/8/1,13186
2013/8/1,33909
2013/8/1,391
2013/8/1,32325
2013/8/1,32118
2013/8/1,33904
2013/8/1,3
2013/8/1,393
2013/8/1,29760
2013/8/1,394
2013/8/1,23679
2013/8/1,19843
2013/8/1,17504
2013/8/1,157
2013/8/1,13942
2013/8/1,25646
2013/8/1,33108
2013/8/1,30203
2013/8/1,23681
2013/8/1,4062
2013/8/1,6820
2013/8/1,18554
2013/8/1,31583
2013/8/1,33111
2013/8/1,25351
2013/8/1,8013
2013/8/1,396
2013/8/1,159
2013/8/1,34299
2013/8/1,1770
2013/8/1,11768
2013/8/1,20804
2013/8/1,2451
2013/8/1,30877
2013/8/1,33913
2013/8/1,33914
2013/8/1,34311
2013/8/1,21894
2013/8/1,7730
2013/8/1,10038
2013/8/1,6490
2013/8/1,13735
2013/8/1,27825
2013/8/1,33919
2013/8/1,29321
2013/8/1,33920
2013/8/1,33915
2013/8/1,257
2013/8/1,10762
2013/8/1,31929
2013/8/1,32122
2013/8/1,34312
2013/8/1,33702
2013/8/1,25063
2013/8/1,6218
2013/8/1,34307
2013/8/1,32123
2013/8/1,24118
2013/8/1,34313
2013/8/1,24120
2013/8/1,8419
2013/8/1,29925
2013/8/1,27964
2013/8/1,25961
2013/8/1,33113
2013/8/1,18399
2013/8/1,20813
2013/8/1,8857
2013/8/1,3404
2013/8/1,31588
2013/8/1,34315
2013/8/1,33922
2013/8/1,32326
2013/8/1,11771
2013/8/1,7074
2013/8/1,32327
2013/8/1,24829
2013/8/1,29767
2013/8/1,17514
2013/8/1,27968
2013/8/1,5823
2013/8/1,23695
2013/8/1,25657
2013/8/1,33923
2013/8/1,30767
2013/8/1,19854
2013/8/1,1408
2013/8/1,18401
2013/8/1,3419
2013/8/1,17350
2013/8/1,13578
2013/8/1,33931
2013/8/1,27134
2013/8/1,33925
2013/8/1,6683
2013/8/1,5206
2013/8/1,27257
2013/8/1,34316
2013/8/1,33926
2013/8/1,33563
2013/8/1,17882
2013/8/1,32971
2013/8/1,22994
2013/8/1,33284
2013/8/1,28206
2013/8/1,34317
2013/8/1,8423
2013/8/1,12141
2013/8/1,21276
2013/8/1,25654
2013/8/1,403
2013/8/1,10411
2013/8/1,31253
2013/8/1,30371
2013/8/1,27309
2013/8/1,33933
2013/8/1,13201
2013/8/1,34320
2013/8/1,16959
2013/8/1,13947
2013/8/1,34319
2013/8/1,19093
2013/8/1,33934
2013/8/1,33929
2013/8/1,15430
2013/8/1,18404
2013/8/1,26376
2013/8/1,33935
2013/8/1,33930
2013/8/1,23879
2013/8/1,11773
2013/8/1,18006
2013/8/1,28646
2013/8/1,34321
2013/8/1,8920
2013/8/1,20285
2013/8/1,16456
2013/8/1,18564
2013/8/1,33938
2013/8/1,4115
2013/8/1,32509
2013/8/1,34323
2013/8/1,28208
2013/8/1,16962
2013/8/1,7254
2013/8/1,34325
2013/8/1,33297
2013/8/1,22176
2013/8/1,13584
2013/8/1,33945
2013/8/1,499
2013/8/1,9824
2013/8/1,34326
2013/8/1,23324
2013/8/1,34327
2013/8/1,34328
2013/8/1,2504
2013/8/1,33946
2013/8/1,33947
2013/8/1,31263
2013/8/1,33950
2013/8/1,33951
2013/8/1,34333
2013/8/1,34330
2013/8/1,34332
2013/8/1,10050
2013/8/1,11662
2013/8/1,33953
2013/8/1,14653
2013/8/1,24141
2013/8/1,9063
2013/8/1,31078
2013/8/1,33941
2013/8/1,33942
2013/8/1,33943
2013/8/1,33944
2013/8/1,28754
2013/8/1,12419
2013/8/1,29776
2013/8/1,34338
2013/8/1,6845
2013/8/1,34339
2013/8/1,33955
2013/8/1,11777
2013/8/1,27138
2013/8/1,27836
2013/8/1,18411
2013/8/1,16332
2013/8/1,13005
2013/8/1,34340
2013/8/1,21758
2013/8/1,18413
2013/8/1,33958
2013/8/1,25973
2013/8/1,33959
2013/8/1,25096
2013/8/1,29786
2013/8/1,1844
2013/8/1,11167
2013/8/1,33960
2013/8/1,33966
2013/8/1,34349
2013/8/1,7843
2013/8/1,33967
2013/8/1,11974
2013/8/1,505
2013/8/1,21907
2013/8/1,13594
2013/8/1,26830
2013/8/1,272
2013/8/1,33969
2013/8/1,33962
2013/8/1,34350
2013/8/1,1851
2013/8/1,15589
2013/8/1,32132
2013/8/1,34352
2013/8/1,30892
2013/8/1,27261
2013/8/1,31596
2013/8/1,30215
2013/8/1,14082
2013/8/1,24719
2013/8/1,34354
2013/8/1,33963
2013/8/1,28656
2013/8/1,16651
2013/8/1,34355
2013/8/1,9236
2013/8/1,25377
2013/8/1,10974
2013/8/1,2529
2013/8/1,7842
2013/8/1,33964
2013/8/1,34345
2013/8/1,33965
2013/8/1,33973
2013/8/1,24424
2013/8/1,18140
2013/8/1,34347
2013/8/1,13591
2013/8/1,34356
2013/8/1,414
2013/8/1,30138
2013/8/1,30385
2013/8/1,34348
2013/8/1,20452
2013/8/1,988
2013/8/1,27844
2013/8/1,27841
2013/8/1,23339
2013/8/1,5852
2013/8/1,3481
2013/8/1,25805
2013/8/1,32228
2013/8/1,26381
2013/8/1,33976
2013/8/1,33134
2013/8/1,34360
2013/8/1,23024
2013/8/1,33986
2013/8/1,12628
2013/8/1,4171
2013/8/1,34361
2013/8/1,21771
2013/8/1,33978
2013/8/1,16806
2013/8/1,31600
2013/8/1,20829
2013/8/1,47
2013/8/1,13015
2013/8/1,16181
2013/8/1,33987
2013/8/1,6702
2013/8/1,8860
2013/8/1,18570
2013/8/1,28661
2013/8/1,33989
2013/8/1,33990
2013/8/1,21294
2013/8/1,33991
2013/8/1,33992
2013/8/1,33494
2013/8/1,23718
2013/8/1,27047
2013/8/1,33993
2013/8/1,30217
2013/8/1,1465
2013/8/1,8862
2013/8/1,1466
2013/8/1,32524
2013/8/1,18020
2013/8/1,18312
2013/8/1,32389
2013/8/1,22374
2013/8/1,32873
2013/8/1,29960
2013/8/1,26835
2013/8/1,24724
2013/8/1,19475
2013/8/1,33983
2013/8/1,25119
2013/8/1,21029
2013/8/1,33995
2013/8/1,32874
2013/8/1,28764
2013/8/1,34365
2013/8/1,18021
2013/8/1,16471
2013/8/1,34358
2013/8/1,34366
2013/8/1,13219
2013/8/1,31487
2013/8/1,12626
2013/8/1,25383
2013/8/1,28663
2013/8/1,33985
2013/8/1,10776
2013/8/1,27614
2013/8/1,26840
2013/8/1,27049
2013/8/1,33997
2013/8/1,32696
2013/8/1,31783
2013/8/1,18314
2013/8/1,11382
2013/8/1,33998
2013/8/1,33999
2013/8/1,8697
2013/8/1,32526
2013/8/1,34000
2013/8/1,22071
2013/8/1,31951
2013/8/1,33138
2013/8/1,34373
2013/8/1,13024
2013/8/1,34374
2013/8/1,8964
2013/8/1,8702
2013/8/1,21545
2013/8/1,31294
2013/8/1,7743
2013/8/1,14547
2013/8/1,8700
2013/8/1,34004
2013/8/1,11677
2013/8/1,32142
2013/8/1,27998
2013/8/1,6507
2013/8/1,34377
2013/8/1,15597
2013/8/1,27623
2013/8/1,23352
2013/8/1,31607
2013/8/1,33658
2013/8/1,28434
2013/8/1,34378
2013/8/1,11388
2013/8/1,27467
2013/8/1,33571
2013/8/1,33709
2013/8/1,26843
2013/8/1,34370
2013/8/1,32392
2013/8/1,16973
2013/8/1,18577
2013/8/1,31957
2013/8/1,12448
2013/8/1,15191
2013/8/1,32533
2013/8/1,34372
2013/8/1,33322
2013/8/1,15854
2013/8/1,32702
2013/8/1,277
2013/8/1,30584
2013/8/1,9538
2013/8/1,33324
2013/8/1,34385
2013/8/1,32538
2013/8/1,14088
2013/8/1,34008
2013/8/1,22569
2013/8/1,31961
2013/8/1,3534
2013/8/1,28242
2013/8/1,19497
2013/8/1,34393
2013/8/1,31494
2013/8/1,26849
2013/8/1,34014
2013/8/1,34386
2013/8/1,30905
2013/8/1,27857
2013/8/1,8553
2013/8/1,32709
2013/8/1,11994
2013/8/1,34395
2013/8/1,31300
2013/8/1,34396
2013/8/1,8350
2013/8/1,18030
2013/8/1,22075
2013/8/1,32993
2013/8/1,15444
2013/8/1,31306
2013/8/1,29412
2013/8/1,32395
2013/8/1,17895
2013/8/1,34389
2013/8/1,34398
2013/8/1,32146
2013/8/1,23364
2013/8/1,30397
2013/8/1,34390
2013/8/1,9075
2013/8/1,22077
2013/8/1,27858
2013/8/1,27473
2013/8/1,28665
2013/8/1,34399
2013/8/1,17539
2013/8/1,34400
2013/8/1,32995
2013/8/1,27475
2013/8/1,33499
2013/8/1,12186
2013/8/1,32235
2013/8/1,33149
2013/8/1,1167
2013/8/1,34402
2013/8/1,16485
2013/8/1,29981
2013/8/1,34406
2013/8/1,34405
2013/8/1,34416
2013/8/1,30399
2013/8/1,8082
2013/8/1,17543
2013/8/1,22197
2013/8/1,14562
2013/8/1,18428
2013/8/1,34027
2013/8/1,3547
2013/8/1,183
2013/8/1,30147
2013/8/1,21784
2013/8/1,28003
2013/8/1,19512
2013/8/1,34028
2013/8/1,8821
2013/8/1,34019
2013/8/1,34029
2013/8/1,8164
2013/8/1,34020
2013/8/1,15198
2013/8/1,22394
2013/8/1,29088
2013/8/1,34030
2013/8/1,34420
2013/8/1,30402
2013/8/1,30796
2013/8/1,29799
2013/8/1,33575
2013/8/1,11520
2013/8/1,30912
2013/8/1,34409
2013/8/1,14818
2013/8/1,34023
2013/8/1,30797
2013/8/1,30793
2013/8/1,34410
2013/8/1,27635
2013/8/1,34411
2013/8/1,31967
2013/8/1,34412
2013/8/1,34025
2013/8/1,34422
2013/8/1,21552
2013/8/1,34026
2013/8/1,34032
2013/8/1,12472
2013/8/1,31503
2013/8/1,34426
2013/8/1,34425
2013/8/1,34427
2013/8/1,12194
2013/8/1,31310
2013/8/1,26011
2013/8/1,34428
2013/8/1,4256
2013/8/1,34429
2013/8/1,8617
2013/8/1,27272
2013/8/1,12479
2013/8/1,34430
2013/8/1,28782
2013/8/1,33664
2013/8/1,24469
2013/8/1,34439
2013/8/1,5883
2013/8/1,21930
2013/8/1,3581
2013/8/1,15348
2013/8/1,21792
2013/8/1,34043
2013/8/1,18043
2013/8/1,34432
2013/8/1,15728
2013/8/1,29444
2013/8/1,28262
2013/8/1,32154
2013/8/1,21793
2013/8/1,18323
2013/8/1,24738
2013/8/1,34433
2013/8/1,34434
2013/8/1,12650
2013/8/1,34044
2013/8/1,31810
2013/8/1,33715
2013/8/1,4265
2013/8/1,32718
2013/8/1,19184
2013/8/1,6408
2013/8/1,34038
2013/8/1,32553
2013/8/1,32403
2013/8/1,33716
2013/8/1,25817
2013/8/1,34444
2013/8/1,7664
2013/8/1,9789
2013/8/1,26013
2013/8/1,34435
2013/8/1,33170
2013/8/1,26207
2013/8/1,34050
2013/8/1,33336
2013/8/1,34447
2013/8/1,28787
2013/8/1,14392
2013/8/1,34448
2013/8/1,25183
2013/8/1,18047
2013/8/1,24200
2013/8/1,4273
2013/8/1,4281
2013/8/1,32345
2013/8/1,28673
2013/8/1,23754
2013/8/1,25426
2013/8/1,22587
2013/8/1,34051
2013/8/1,22204
2013/8/1,25826
2013/8/1,34052
2013/8/1,17908
2013/8/1,14829
2013/8/1,25706
2013/8/1,26499
2013/8/1,27163
2013/8/1,32244
2013/8/1,34453
2013/8/1,14108
2013/8/1,10287
2013/8/1,11218
2013/8/1,33006
2013/8/1,25428
2013/8/1,6415
2013/8/1,32404
2013/8/1,25707
2013/8/1,6416
2013/8/1,2687
2013/8/1,34456
2013/8/1,34457
2013/8/1,23918
2013/8/1,11405
2013/8/1,8354
2013/8/1,438
2013/8/1,11013
2013/8/1,28676
2013/8/1,34058
2013/8/1,34054
2013/8/1,33665
2013/8/1,18817
2013/8/1,29816
2013/8/1,6892
2013/8/1,18436
2013/8/1,34059
2013/8/1,33340
2013/8/1,26501
2013/8/1,27645
2013/8/1,34459
2013/8/1,16200
2013/8/1,34061
2013/8/1,24482
2013/8/1,32245
2013/8/1,14948
2013/8/1,34055
2013/8/1,17655
2013/8/1,20100
2013/8/1,34460
2013/8/1,34065
2013/8/1,22590
2013/8/1,30154
2013/8/1,34068
2013/8/1,34461
2013/8/1,34069
2013/8/1,34472
2013/8/1,14113
2013/8/1,28464
2013/8/1,19553
2013/8/1,442
2013/8/1,34462
2013/8/1,32729
2013/8/1,23766
2013/8/1,2050
2013/8/1,33180
2013/8/1,3642
2013/8/1,6423
2013/8/1,34474
2013/8/1,3657
2013/8/1,20106
2013/8/1,21050
2013/8/1,33510
2013/8/1,8355
2013/8/1,33511
2013/8/1,1349
2013/8/1,33580
2013/8/1,11411
2013/8/1,14573
2013/8/1,21173
2013/8/1,34071
2013/8/1,34464
2013/8/1,18596
2013/8/1,14397
2013/8/1,34082
2013/8/1,26880
2013/8/1,34477
2013/8/1,23922
2013/8/1,27334
2013/8/1,33346
2013/8/1,15948
2013/8/1,16844
2013/8/1,34466
2013/8/1,6151
2013/8/1,29463
2013/8/1,14400
2013/8/1,29995
2013/8/1,34085
2013/8/1,24753
2013/8/1,34478
2013/8/1,26403
2013/8/1,32730
2013/8/1,34074
2013/8/1,34075
2013/8/1,34470
2013/8/1,1350
2013/8/1,22094
2013/8/1,535
2013/8/1,101
2013/8/1,15457
2013/8/1,2069
2013/8/1,34086
2013/8/1,32159
2013/8/1,2715
2013/8/1,19211
2013/8/1,30420
2013/8/1,34090
2013/8/1,32573
2013/8/1,1307
2013/8/1,34091
2013/8/1,11541
2013/8/1,9554
2013/8/1,32251
2013/8/1,33721
2013/8/1,34098
2013/8/1,25211
2013/8/1,9140
2013/8/1,34485
2013/8/1,1489
2013/8/1,30427
2013/8/1,25838
2013/8/1,34092
2013/8/1,27494
2013/8/1,18445
2013/8/1,31988
2013/8/1,34093
2013/8/1,8172
2013/8/1,1491
2013/8/1,34482
2013/8/1,18714
2013/8/1,25719
2013/8/1,23418
2013/8/1,34095
2013/8/1,27169
2013/8/1,33516
2013/8/1,21325
2013/8/1,26408
2013/8/1,34100
2013/8/1,28476
2013/8/1,24497
2013/8/1,21419
2013/8/1,32733
2013/8/1,27170
2013/8/1,3692
2013/8/1,31144
2013/8/1,2095
2013/8/1,32900
2013/8/1,12500
2013/8/1,20883
2013/8/1,34493
2013/8/1,26709
2013/8/1,34102
2013/8/1,34103
2013/8/1,22427
2013/8/1,30818
2013/8/1,34494
2013/8/1,8242
2013/8/1,30006
2013/8/1,34107
2013/8/1,17399
2013/8/1,34104
2013/8/1,34109
2013/8/1,34497
2013/8/1,32407
2013/8/1,33584
2013/8/1,16509
2013/8/1,32254
2013/8/1,34499
2013/8/1,34110
2013/8/1,34504
2013/8/1,34500
2013/8/1,12221
2013/8/1,25841
2013/8/1,34501
2013/8/1,21813
2013/8/1,10683
2013/8/1,34111
2013/8/1,34505
2013/8/1,11043
2013/8/1,23132
2013/8/1,31335
2013/8/1,34506
2013/8/1,8629
2013/8/1,26231
2013/8/1,29837
2013/8/1,541
2013/8/1,32350
2013/8/1,33520
2013/8/1,34502
2013/8/1,19585
2013/8/1,13262
2013/8/1,34105
2013/8/1,33184
2013/8/1,34106
2013/8/1,24242
2013/8/1,30163
2013/8/1,20728
2013/8/1,2784
2013/8/1,33521
2013/8/1,34512
2013/8/1,30010
2013/8/1,34517
2013/8/1,14291
2013/8/1,30011
2013/8/1,32906
2013/8/1,15746
2013/8/1,32258
2013/8/1,28689
2013/8/1,32171
2013/8/1,24249
2013/8/1,19943
2013/8/1,32001
2013/8/1,34118
2013/8/1,34114
2013/8/1,30252
2013/8/1,34523
2013/8/1,30251
2013/8/1,34524
2013/8/1,20348
2013/8/1,34120
2013/8/1,26514
2013/8/1,23447
2013/8/1,33191
2013/8/1,34518
2013/8/1,17006
2013/8/1,24250
2013/8/1,11824
2013/8/1,18459
2013/8/1,21959
2013/8/1,26721
2013/8/1,31840
2013/8/1,29158
2013/8/1,26719
2013/8/1,29159
2013/8/1,32750
2013/8/1,33189
2013/8/1,24772
2013/8/1,15364
2013/8/1,23147
2013/8/1,27286
2013/8/1,34526
2013/8/1,34520
2013/8/1,30165
2013/8/1,19249
2013/8/1,33725
2013/8/1,34521
2013/8/1,25230
2013/8/1,2809
2013/8/1,19246
2013/8/1,2798
2013/8/1,24527
2013/8/1,34116
2013/8/1,14423
2013/8/1,33370
2013/8/1,26903
2013/8/1,34532
2013/8/1,34122
2013/8/1,34534
2013/8/1,11049
2013/8/1,13270
2013/8/1,14129
2013/8/1,34123
2013/8/1,14970
2013/8/1,31638
2013/8/1,31530
2013/8/1,5932
2013/8/1,3760
2013/8/1,27343
2013/8/1,30169
2013/8/1,23164
2013/8/1,17669
2013/8/1,33378
2013/8/1,32353
2013/8/1,34536
2013/8/1,10320
2013/8/1,21073
2013/8/1,30639
2013/8/1,33197
2013/8/1,23165
2013/8/1,10322
2013/8/1,27893
2013/8/1,28311
2013/8/1,106
2013/8/1,18613
2013/8/1,22837
2013/8/1,34538
2013/8/1,16392
2013/8/1,33591
2013/8/1,34127
2013/8/1,2149
2013/8/1,22442
2013/8/1,15475
2013/8/1,30454
2013/8/1,298
2013/8/1,1355
2013/8/1,12696
2013/8/1,34541
2013/8/1,5935
2013/8/1,61
2013/8/1,34542
2013/8/1,34543
2013/8/1,21646
2013/8/1,34539
2013/8/1,31160
2013/8/1,34129
2013/8/1,34544
2013/8/1,25246
2013/8/1,34130
2013/8/1,34131
2013/8/1,34545
2013/8/1,31166
2013/8/1,5384
2013/8/1,680
2013/8/1,34136
2013/8/1,34137
2013/8/1,28494
2013/8/1,23173
2013/8/1,34138
2013/8/1,2851
2013/8/1,20538
2013/8/1,30945
2013/8/1,15229
2013/8/1,33595
2013/8/1,24550
2013/8/1,23796
2013/8/1,18620
2013/8/1,5938
2013/8/1,34141
2013/8/1,34547
2013/8/1,20149
2013/8/1,32595
2013/8/1,456
2013/8/1,34149
2013/8/1,32763
2013/8/1,34150
2013/8/1,16230
2013/8/1,11061
2013/8/1,15227
2013/8/1,14979
2013/8/1,34151
2013/8/1,34549
2013/8/1,28809
2013/8/1,28325
2013/8/1,34152
2013/8/1,22234
2013/8/1,457
2013/8/1,34552
2013/8/1,33673
2013/8/1,34153
2013/8/1,18194
2013/8/1,304
2013/8/1,17685
2013/8/1,9991
2013/8/1,25742
2013/8/1,24274
2013/8/1,3782
2013/8/1,19961
2013/8/1,30456
2013/8/1,27095
2013/8/1,34553
2013/8/1,27097
2013/8/1,18469
2013/8/1,31641
2013/8/1,12533
2013/8/1,20543
2013/8/1,19
2013/8/1,34155
2013/8/1,11440
2013/8/1,1193
2013/8/1,34156
2013/8/1,34558
2013/8/1,214
2013/8/1,32606
2013/8/1,34559
2013/8/1,2212
2013/8/1,11
2013/8/1,11445
2013/8/1,34157
2013/8/1,24780
2013/8/1,26525
2013/8/1,23480
2013/8/1,34560
2013/8/1,24913
2013/8/1,7162
2013/8/1,34566
2013/8/1,21447
2013/8/1,6279
2013/8/1,34567
2013/8/1,34159
2013/8/1,33675
2013/8/1,18624
2013/8/1,10837
2013/8/1,28812
2013/8/1,34568
2013/8/1,19634
2013/8/1,12924
2013/8/1,7160
2013/8/1,18626
2013/8/1,19276
2013/8/1,7575
2013/8/1,18085
2013/8/1,34569
2013/8/1,34164
2013/8/1,34160
2013/8/1,17137
2013/8/1,34562
2013/8/1,34561
2013/8/1,34563
2013/8/1,24914
2013/8/1,30955
2013/8/1,34166
2013/8/1,17413
2013/8/1,33211
2013/8/1,30467
2013/8/1,9264
2013/8/1,15970
2013/8/1,31861
2013/8/1,2886
2013/8/1,31863
2013/8/1,24781
2013/8/1,28507
2013/8/1,29190
2013/8/1,27185
2013/8/1,34573
2013/8/1,23191
2013/8/1,32185
2013/8/1,21975
2013/8/1,30267
2013/8/1,693
2013/8/1,34169
2013/8/1,19288
2013/8/1,26926
2013/8/1,32031
2013/8/1,27347
2013/8/1,14864
2013/8/1,31366
2013/8/1,31867
2013/8/1,20550
2013/8/1,30663
2013/8/1,16731
2013/8/1,12262
2013/8/1,11077
2013/8/1,23492
2013/8/1,14866
2013/8/1,34170
2013/8/1,10518
2013/8/1,20555
2013/8/1,34582
2013/8/1,8837
2013/8/1,24783
2013/8/1,34583
2013/8/1,34171
2013/8/1,32616
2013/8/1,32186
2013/8/1,27534
2013/8/1,30664
2013/8/1,12267
2013/8/1,30838
2013/8/1,16732
2013/8/1,22461
2013/8/1,21454
2013/8/1,34172
2013/8/1,33680
2013/8/1,32274
2013/8/1,10707
2013/8/1,34577
2013/8/1,32275
2013/8/1,10515
2013/8/1,21091
2013/8/1,5406
2013/8/1,16409
2013/8/1,20553
2013/8/1,28521
2013/8/1,30960
2013/8/1,26082
2013/8/1,34579
2013/8/1,34585
2013/8/1,34174
2013/8/1,26746
2013/8/1,23818
2013/8/1,17846
2013/8/1,17308
2013/8/1,8462
2013/8/1,13672
2013/8/1,15647
2013/8/1,25512
2013/8/1,21458
2013/8/1,22640
2013/8/1,10710
2013/8/1,5414
2013/8/1,26529
2013/8/1,22641
2013/8/1,34179
2013/8/1,34587
2013/8/1,24923
2013/8/1,32624
2013/8/1,34180
2013/8/1,33029
2013/8/1,24786
2013/8/1,34598
2013/8/1,34588
2013/8/1,27537
2013/8/1,29579
2013/8/1,33030
2013/8/1,34182
2013/8/1,14718
2013/8/1,34599
2013/8/1,4516
2013/8/1,10522
2013/8/1,5093
2013/8/1,11452
2013/8/1,566
2013/8/1,12547
2013/8/1,31545
2013/8/1,23827
2013/8/1,7180
2013/8/1,34184
2013/8/1,34601
2013/8/1,27908
2013/8/1,23968
2013/8/1,29585
2013/8/1,12941
2013/8/1,3853
2013/8/1,18737
2013/8/1,15243
2013/8/1,34594
2013/8/1,25861
2013/8/1,5751
2013/8/1,16413
2013/8/1,23964
2013/8/1,7955
2013/8/1,32362
2013/8/1,32364
2013/8/1,29211
2013/8/1,13452
2013/8/1,27105
2013/8/1,16245
2013/8/1,29873
2013/8/1,28822
2013/8/1,32040
2013/8/1,16740
2013/8/1,26271
2013/8/1,34190
2013/8/1,34605
2013/8/1,33602
2013/8/1,29589
2013/8/1,33036
2013/8/1,34606
2013/8/1,5423
2013/8/1,20769
2013/8/1,33535
2013/8/1,34198
2013/8/1,16542
2013/8/1,34191
2013/8/1,27706
2013/8/1,12549
2013/8/1,26537
2013/8/1,30846
2013/8/1,25865
2013/8/1,34199
2013/8/1,34608
2013/8/1,7183
2013/8/1,8843
2013/8/1,20923
2013/8/1,22851
2013/8/1,13684
2013/8/1,7586
2013/8/1,27298
2013/8/1,33225
2013/8/1,34201
2013/8/1,28826
2013/8/1,21987
